0 calculvideo 0.0
0 calculvideo 2.400000095
0 damier_H 8.699999809
0 clicDaudio 11.39999961
0 phraseaudio 15.0
0 clicDvideo 18.0
0 phraseaudio 20.70000076
0 clicGaudio 23.70000076
0 clicGvideo 26.70000076
0 phraseaudio 29.70000076
0 damier_V 33.0
0 calculaudio 35.40000152
0 phrasevideo 39.0
0 phrasevideo 41.70000076
0 calculaudio 44.70000076
0 calculaudio 48.0
0 phrasevideo 56.40000152
0 damier_H 59.70000076
0 clicGaudio 62.40000152
0 clicDvideo 69.0
0 clicGvideo 71.40000152
0 phrasevideo 75.0
0 calculaudio 83.40000152
0 clicDaudio 87.0
0 phraseaudio 89.69999694
0 damier_V 96.0
0 calculaudio 108.0
0 clicGvideo 116.6999969
0 phraseaudio 119.4000015
0 damier_V 122.6999969
0 calculvideo 125.4000015
0 phrasevideo 131.3999938
0 calculaudio 135.0
0 calculaudio 137.6999969
0 damier_V 140.3999938
0 clicDaudio 143.3999938
0 phraseaudio 146.6999969
0 damier_H 149.3999938
0 calculvideo 153.0
0 damier_V 156.0
0 phrasevideo 159.0
0 clicDaudio 162.0
0 calculvideo 164.3999938
0 phrasevideo 167.6999969
0 clicGaudio 170.3999938
0 calculaudio 173.6999969
0 damier_H 176.6999969
0 damier_H 188.3999938
0 calculaudio 191.6999969
0 phrasevideo 195.0
0 calculvideo 198.0
0 calculvideo 201.0
0 damier_V 203.6999969
0 damier_V 207.0
0 damier_V 210.0
0 clicGvideo 212.6999969
0 clicGvideo 215.6999969
0 damier_H 218.6999969
0 calculvideo 221.3999938
0 damier_H 224.6999969
0 clicDvideo 227.6999969
0 clicDaudio 230.6999969
0 calculvideo 234.0
0 phraseaudio 236.6999969
0 phrasevideo 246.0
0 damier_H 248.3999938
0 calculaudio 251.6999969
0 clicGaudio 254.6999969
0 clicGaudio 257.3999938
0 calculvideo 260.3999938
0 damier_V 264.0
0 damier_H 266.7000122
0 damier_H 269.7000122
0 clicDvideo 275.3999938
0 damier_V 278.3999938
0 phraseaudio 284.3999938
0 phrasevideo 288.0
0 clicDvideo 291.0
0 phraseaudio 293.3999938
0 phraseaudio 296.7000122
